date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:18:24	51638/51638	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-c9b6%22	http://findmatthew.com/img/blog-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/blog-1.jpg	(from http://findmatthew.com/)
17:18:31	35212/35212	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-898c%22	http://findmatthew.com/img/blog-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/blog-2.jpg	(from http://findmatthew.com/)
17:18:34	315448/315448	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-4d038%22	http://findmatthew.com/img/thumb-3.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/thumb-3.jpg	(from http://findmatthew.com/)
17:18:37	350941/350941	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-55add%22	http://findmatthew.com/img/thumb-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/thumb-2.jpg	(from http://findmatthew.com/)
17:18:40	50412/50412	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-c4ec%22	http://findmatthew.com/img/blog-3.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/blog-3.jpg	(from http://findmatthew.com/)
17:18:52	105948/105948	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-19ddc%22	http://findmatthew.com/img/blog-4.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/blog-4.jpg	(from http://findmatthew.com/)
17:19:35	359190/359190	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-57b16%22	http://findmatthew.com/img/slides/discover-0.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/discover-0.jpg	(from http://findmatthew.com/)
17:20:00	493626/493626	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-7883a%22	http://findmatthew.com/img/slides/discover-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/discover-1.jpg	(from http://findmatthew.com/)
17:20:14	981008/981008	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-ef810%22	http://findmatthew.com/img/thumb-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/thumb-1.jpg	(from http://findmatthew.com/)
17:20:44	693607/693607	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-a9567%22	http://findmatthew.com/img/slides/discover-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/discover-2.jpg	(from http://findmatthew.com/)
17:20:49	458513/458513	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-6ff11%22	http://findmatthew.com/img/slides/ordering-0.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/ordering-0.jpg	(from http://findmatthew.com/)
17:20:52	315442/315442	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-4d032%22	http://findmatthew.com/img/slides/ordering-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/ordering-1.jpg	(from http://findmatthew.com/)
17:20:59	276775/276775	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-43927%22	http://findmatthew.com/img/slides/ordering-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/ordering-2.jpg	(from http://findmatthew.com/)
17:21:10	68923/68923	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-10d3b%22	http://findmatthew.com/img/slides/mystand-0.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/mystand-0.jpg	(from http://findmatthew.com/)
17:21:33	134960/134960	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-20f30%22	http://findmatthew.com/img/slides/mystand-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/mystand-1.jpg	(from http://findmatthew.com/)
17:21:47	84100/84100	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-14884%22	http://findmatthew.com/img/slides/mystand-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/mystand-2.jpg	(from http://findmatthew.com/)
17:21:48	393038/393038	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-5ff4e%22	http://findmatthew.com/img/slides/newrelic-0.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/newrelic-0.jpg	(from http://findmatthew.com/)
17:21:49	356803/356803	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-571c3%22	http://findmatthew.com/img/slides/newrelic-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/newrelic-2.jpg	(from http://findmatthew.com/)
17:22:04	94097/94097	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-16f91%22	http://findmatthew.com/img/slides/never-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/never-1.jpg	(from http://findmatthew.com/)
17:22:10	511425/511425	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-7cdc1%22	http://findmatthew.com/img/slides/newrelic-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/newrelic-1.jpg	(from http://findmatthew.com/)
17:22:10	129431/129431	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-1f997%22	http://findmatthew.com/img/slides/never-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/never-2.jpg	(from http://findmatthew.com/)
17:22:24	244514/244514	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-3bb22%22	http://findmatthew.com/img/slides/never-0.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/never-0.jpg	(from http://findmatthew.com/)
17:22:24	123996/123996	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-1e45c%22	http://findmatthew.com/img/slides/powur-0.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/powur-0.jpg	(from http://findmatthew.com/)
17:22:36	148916/148916	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-245b4%22	http://findmatthew.com/img/slides/powur-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/powur-2.jpg	(from http://findmatthew.com/)
17:22:45	124336/124336	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-1e5b0%22	http://findmatthew.com/img/slides/roambi-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/roambi-1.jpg	(from http://findmatthew.com/)
17:22:50	161672/161672	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-27788%22	http://findmatthew.com/img/slides/roambi-0.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/roambi-0.jpg	(from http://findmatthew.com/)
17:22:51	79838/79838	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-137de%22	http://findmatthew.com/img/slides/roambi-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/roambi-2.jpg	(from http://findmatthew.com/)
17:22:54	282769/282769	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-45091%22	http://findmatthew.com/img/slides/powur-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/powur-1.jpg	(from http://findmatthew.com/)
17:23:00	55212/55212	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-d7ac%22	http://findmatthew.com/img/slides/themall-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/themall-2.jpg	(from http://findmatthew.com/)
17:23:04	59850/59850	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-e9ca%22	http://findmatthew.com/img/slides/walker-0.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/walker-0.jpg	(from http://findmatthew.com/)
17:23:10	119836/119836	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-1d41c%22	http://findmatthew.com/img/slides/themall-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/themall-1.jpg	(from http://findmatthew.com/)
17:23:11	2057/2057	---MCZ	200	added ('OK')	application/javascript	etag:W/%22603fdb87-809%22	http://findmatthew.com/scripts/canvas.js	C:/Users/HATEL/Desktop/matt/findmatthew.com/scripts/canvas.js	(from http://findmatthew.com/)
17:23:12	173662/173662	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-2a65e%22	http://findmatthew.com/img/slides/themall-0.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/themall-0.jpg	(from http://findmatthew.com/)
17:23:14	57249/57249	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-dfa1%22	http://findmatthew.com/img/slides/walker-2.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/walker-2.jpg	(from http://findmatthew.com/)
17:23:14	87638/87638	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-15656%22	http://findmatthew.com/img/slides/walker-1.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/slides/walker-1.jpg	(from http://findmatthew.com/)
17:23:27	85332/85332	---M--	200	added ('OK')	font/woff2	etag:%22603fdb87-14d54%22	http://findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont.woff2?v=1.5.54	C:/Users/HATEL/Desktop/matt/findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont0c8b.woff2	(from http://findmatthew.com/fonts/mdi/css/materialdesignicons.min.css)
17:23:30	222712/222712	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22603fdb87-365f8%22	http://findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont.eot?v=1.5.54	C:/Users/HATEL/Desktop/matt/findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont0c8b.eot	(from http://findmatthew.com/fonts/mdi/css/materialdesignicons.min.css)
17:23:31	222712/222712	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22603fdb87-365f8%22	http://findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont.eot?	C:/Users/HATEL/Desktop/matt/findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfontd41d.eot	(from http://findmatthew.com/fonts/mdi/css/materialdesignicons.min.css)
17:23:33	110196/110196	---M--	200	added ('OK')	font/woff	etag:%22603fdb87-1ae74%22	http://findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont.woff?v=1.5.54	C:/Users/HATEL/Desktop/matt/findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont0c8b.woff	(from http://findmatthew.com/fonts/mdi/css/materialdesignicons.min.css)
17:23:43	1687945/1687945	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22603fdb87-19c189%22	http://findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont.svg?v=1.5.54	C:/Users/HATEL/Desktop/matt/findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont0c8b.svg	(from http://findmatthew.com/fonts/mdi/css/materialdesignicons.min.css)
17:23:47	178520/178520	---MCZ	200	added ('OK')	font/ttf	etag:W/%22603fdb87-2b958%22	http://findmatthew.com/fonts/Raleway-Regular.ttf	C:/Users/HATEL/Desktop/matt/findmatthew.com/fonts/Raleway-Regular.ttf	(from http://findmatthew.com/style/style.css)
17:23:48	180492/180492	---MCZ	200	added ('OK')	font/ttf	etag:W/%22603fdb87-2c10c%22	http://findmatthew.com/fonts/Raleway-SemiBold.ttf	C:/Users/HATEL/Desktop/matt/findmatthew.com/fonts/Raleway-SemiBold.ttf	(from http://findmatthew.com/style/style.css)
17:23:49	222492/222492	---MCZ	200	added ('OK')	font/ttf	etag:W/%22603fdb87-3651c%22	http://findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont.ttf?v=1.5.54	C:/Users/HATEL/Desktop/matt/findmatthew.com/fonts/mdi/fonts/materialdesignicons-webfont0c8b.ttf	(from http://findmatthew.com/fonts/mdi/css/materialdesignicons.min.css)
17:23:54	179244/179244	---MCZ	200	added ('OK')	font/ttf	etag:W/%22603fdb87-2bc2c%22	http://findmatthew.com/fonts/Raleway-Bold.ttf	C:/Users/HATEL/Desktop/matt/findmatthew.com/fonts/Raleway-Bold.ttf	(from http://findmatthew.com/style/style.css)
17:23:54	28201/28201	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-6e29%22	http://findmatthew.com/img/thumb-8.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/thumb-8.jpg	(from http://findmatthew.com/style/style.css)
17:23:55	43703/43703	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-aab7%22	http://findmatthew.com/img/thumb-7.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/thumb-7.jpg	(from http://findmatthew.com/style/style.css)
17:23:57	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2264385e3f-247b%22	http://findmatthew.com/img/thumb-10.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/thumb-10.3f.delayed	(from http://findmatthew.com/style/style.css)
17:23:58	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2264385e3f-247b%22	http://findmatthew.com/img/thumb-11.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/thumb-11.40.delayed	(from http://findmatthew.com/style/style.css)
17:23:59	45331/45331	---M--	200	added ('OK')	image/jpeg	etag:%22603fdb87-b113%22	http://findmatthew.com/img/thumb-9.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/thumb-9.jpg	(from http://findmatthew.com/style/style.css)
17:24:00	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2264385e3f-247b%22	http://findmatthew.com/img/thumb-12.jpg	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/thumb-12.41.delayed	(from http://findmatthew.com/style/style.css)
17:24:16	491716/491716	---M--	200	added ('OK')	image/png	etag:%22603fdb87-780c4%22	http://findmatthew.com/img/filler.png	C:/Users/HATEL/Desktop/matt/findmatthew.com/img/filler.png	(from http://findmatthew.com/style/style.css)
